customer_id,first_name,last_name,age,region,state,annual_income,income_class,tax_bracket,credit_score,debt_to_income_ratio,loan_amount,loan_term_months,base_interest_rate,risk_adjusted_interest_rate,loan_purpose,employment_status,delinquency_history,existing_mortgages,has_co_signer,property_type,property_value,ltv_ratio,application_status
CUST0322,Aisha,Turner,73,Northeast,NJ,317360,Affluent,32%,731,37%,647578,360,8.44,8.48,Auto Loan,Self-Employed,None,1,False,Townhouse,960147,67.45%,Pending
CUST0323,Marcus,Khan,74,Northeast,NY,124913,Middle,22%,527,43%,366527,360,5.64,6.3,Auto Loan,Self-Employed,None,2,False,Multi-Family,312520,117.28%,Rejected
CUST0324,Noah,Khan,46,Midwest,OH,167900,Upper Middle,24%,690,27%,555740,120,5.28,5.12,Auto Loan,Self-Employed,None,0,False,Townhouse,344179,161.47%,Pending
CUST0325,Daniel,Lopez,63,Midwest,IL,148920,Upper Middle,24%,539,33%,659007,360,8.39,8.85,Investment Property,Self-Employed,2+ delinquencies,1,True,Condo,1174697,56.1%,Rejected
CUST0326,Noah,Patel,66,Midwest,WI,392355,Affluent,32%,749,42%,522295,360,4.61,4.75,Investment Property,Unemployed,2+ delinquencies,2,True,N/A,0,0%,Approved
CUST0327,Marcus,Turner,27,Southwest,NV,238434,Affluent,32%,636,51%,832381,120,5.42,6.24,Primary Home Purchase,Full-Time,None,0,False,Single Family,1106163,75.25%,Pending
CUST0328,Aisha,Turner,23,South,GA,156299,Upper Middle,24%,734,37%,528705,360,8.36,8.4,Refinance,Full-Time,1 late,0,True,Single Family,390435,135.41%,Pending
CUST0329,Daniel,Turner,38,Southwest,AZ,175486,Upper Middle,24%,629,39%,182018,180,5.74,6.32,Investment Property,Full-Time,1 late,1,False,Single Family,398953,45.62%,Rejected
CUST0330,Olivia,Lopez,29,Northeast,NY,113384,Middle,22%,825,52%,72490,120,4.57,4.61,Primary Home Purchase,Unemployed,1 late,0,False,Townhouse,392579,18.47%,Approved
CUST0331,Marcus,Chen,37,West,OR,127799,Middle,22%,772,38%,193314,180,6.38,6.14,Investment Property,Self-Employed,1 late,0,False,Multi-Family,1140194,16.95%,Rejected
CUST0332,Olivia,Turner,46,South,NC,356694,Affluent,32%,651,44%,516589,180,6.15,6.83,Auto Loan,Unemployed,1 late,1,False,N/A,0,0%,Rejected
CUST0333,Noah,Chen,32,South,TX,116597,Middle,22%,563,22%,782823,180,6.11,6.35,Refinance,Self-Employed,1 late,0,False,Single Family,276521,283.1%,Approved
CUST0334,Ryan,Patel,57,Midwest,MI,341700,Affluent,32%,766,43%,313328,360,4.59,4.45,Investment Property,Part-Time,2+ delinquencies,0,False,Condo,1449222,21.62%,Rejected
CUST0335,Noah,Singh,41,South,TX,224923,Affluent,32%,614,25%,775571,360,6.65,6.95,Primary Home Purchase,Part-Time,None,1,False,Multi-Family,1452542,53.39%,Pending
CUST0336,Sophia,Brown,73,Midwest,WI,380046,Affluent,32%,686,42%,418863,360,6.82,6.96,Primary Home Purchase,Part-Time,None,1,False,N/A,0,0%,Rejected
CUST0337,Aisha,Khan,28,Midwest,OH,156202,Upper Middle,24%,814,29%,418582,120,4.06,3.64,Investment Property,Self-Employed,1 late,0,True,Townhouse,1426853,29.34%,Approved
CUST0338,Mia,Jones,35,South,NC,329182,Affluent,32%,698,35%,800018,120,6.49,6.49,Auto Loan,Full-Time,2+ delinquencies,0,False,N/A,0,0%,Approved
CUST0339,Noah,Singh,56,South,TX,261189,Affluent,32%,632,51%,141563,120,5.49,6.31,Auto Loan,Part-Time,None,0,False,Multi-Family,701912,20.17%,Approved
CUST0340,Ethan,Singh,60,Northeast,PA,44506,Lower,12%,653,19%,76026,120,4.64,4.82,Primary Home Purchase,Self-Employed,1 late,1,True,Multi-Family,183864,41.35%,Rejected
CUST0341,Mia,Bennett,74,Southwest,OK,220944,Affluent,32%,587,48%,772927,360,8.36,9.12,Refinance,Unemployed,2+ delinquencies,1,True,N/A,0,0%,Approved
CUST0342,Aisha,Jones,73,South,GA,114817,Middle,22%,585,24%,281414,120,6.14,6.42,Investment Property,Unemployed,2+ delinquencies,0,False,Single Family,935754,30.07%,Rejected
CUST0343,Emily,Khan,48,South,FL,321853,Affluent,32%,564,38%,748600,120,5.84,6.4,Investment Property,Part-Time,2+ delinquencies,1,True,Condo,894811,83.66%,Rejected
CUST0344,Ethan,Jones,42,Midwest,WI,344493,Affluent,32%,696,51%,720105,360,4.63,4.95,Investment Property,Unemployed,1 late,0,False,Multi-Family,488213,147.5%,Rejected
CUST0345,Ryan,Jones,35,West,WA,285719,Affluent,32%,604,39%,692536,120,5.59,6.17,Investment Property,Unemployed,2+ delinquencies,2,True,N/A,0,0%,Rejected
CUST0346,Mia,Chen,65,Northeast,NY,288360,Affluent,32%,622,37%,346794,120,5.01,5.55,Auto Loan,Self-Employed,2+ delinquencies,2,False,Condo,598490,57.94%,Pending
CUST0347,Ryan,Singh,70,Northeast,PA,360260,Affluent,32%,609,54%,52159,120,6.2,7.08,Investment Property,Unemployed,None,1,True,Multi-Family,845328,6.17%,Approved
CUST0348,Ryan,Turner,72,Northeast,MA,270970,Affluent,32%,768,52%,50901,120,5.43,5.47,Refinance,Unemployed,2+ delinquencies,2,True,Townhouse,567063,8.98%,Rejected
CUST0349,Olivia,Khan,45,West,CO,93212,Middle,22%,554,15%,72499,120,4.1,4.2,Auto Loan,Part-Time,2+ delinquencies,1,True,Condo,145756,49.74%,Rejected
CUST0350,Olivia,Brown,30,Midwest,IL,151897,Upper Middle,24%,755,54%,182534,180,5.38,5.76,Primary Home Purchase,Full-Time,1 late,0,False,Single Family,217263,84.02%,Rejected
CUST0351,Aisha,Singh,72,Northeast,NJ,379115,Affluent,32%,607,23%,492846,360,5.74,6.0,Auto Loan,Full-Time,None,0,False,Multi-Family,588175,83.79%,Rejected
CUST0352,Mia,Chen,31,West,OR,96323,Middle,22%,598,32%,787902,180,7.67,8.11,Auto Loan,Part-Time,None,1,True,Single Family,1390786,56.65%,Rejected
CUST0353,Ethan,Jones,41,Midwest,IL,303916,Affluent,32%,817,27%,300231,120,7.04,6.58,Refinance,Unemployed,None,2,False,Multi-Family,1014678,29.59%,Rejected
CUST0354,Olivia,Brown,26,West,WA,226569,Affluent,32%,698,19%,67118,120,4.68,4.36,Auto Loan,Unemployed,2+ delinquencies,0,True,Condo,1393804,4.82%,Pending
CUST0355,Mia,Jones,55,Midwest,OH,74130,Lower Middle,15%,601,25%,196259,120,5.05,5.35,Investment Property,Unemployed,2+ delinquencies,1,True,Single Family,573891,34.2%,Rejected
CUST0356,Olivia,Brown,54,Northeast,PA,275277,Affluent,32%,824,39%,788447,360,5.2,4.98,Investment Property,Unemployed,1 late,2,False,Single Family,1025854,76.86%,Approved
CUST0357,Daniel,Khan,46,Southwest,AZ,354101,Affluent,32%,734,20%,769132,180,5.49,5.19,Primary Home Purchase,Part-Time,2+ delinquencies,1,True,Townhouse,304737,252.39%,Rejected
CUST0358,Ethan,Jones,47,West,WA,383463,Affluent,32%,741,22%,728066,180,7.86,7.6,Primary Home Purchase,Full-Time,None,0,True,Multi-Family,797186,91.33%,Pending
CUST0359,Emily,Khan,68,Northeast,PA,292607,Affluent,32%,749,21%,463867,360,4.76,4.48,Investment Property,Part-Time,None,0,False,Multi-Family,901412,51.46%,Approved
CUST0360,Ryan,Patel,34,West,CO,194211,Upper Middle,24%,694,49%,221277,360,7.18,7.46,Primary Home Purchase,Self-Employed,2+ delinquencies,0,False,Multi-Family,1307414,16.92%,Pending
CUST0361,Marcus,Turner,33,South,GA,307530,Affluent,32%,790,50%,748614,360,5.12,5.12,Investment Property,Full-Time,None,1,False,N/A,0,0%,Pending
CUST0362,Daniel,Kim,47,Northeast,MA,132478,Middle,22%,755,28%,468680,120,6.34,6.2,Refinance,Self-Employed,None,2,True,N/A,0,0%,Approved
CUST0363,Noah,Jones,22,South,TX,289021,Affluent,32%,608,44%,507820,120,5.85,6.53,Refinance,Self-Employed,None,1,False,Single Family,744490,68.21%,Approved
CUST0364,Mia,Lopez,29,Southwest,AZ,167126,Upper Middle,24%,600,53%,885544,120,5.17,6.03,Auto Loan,Unemployed,2+ delinquencies,0,True,Single Family,1102660,80.31%,Pending
CUST0365,Ryan,Turner,48,Midwest,WI,201349,Upper Middle,24%,839,36%,499813,180,4.76,4.48,Refinance,Self-Employed,1 late,0,False,Single Family,80215,623.09%,Approved
CUST0366,Emily,Chen,63,South,TX,321043,Affluent,32%,707,20%,560269,180,4.24,3.94,Refinance,Unemployed,None,0,False,Condo,312117,179.51%,Approved
CUST0367,Ethan,Patel,42,West,WA,76032,Lower Middle,15%,598,32%,345830,180,4.04,4.48,Refinance,Part-Time,1 late,2,True,Condo,421609,82.03%,Rejected
CUST0368,Daniel,Kim,21,South,TX,149875,Upper Middle,24%,824,43%,364260,180,5.56,5.42,Investment Property,Self-Employed,1 late,2,False,Townhouse,976197,37.31%,Rejected
CUST0369,Aisha,Singh,62,Northeast,NY,231239,Affluent,32%,602,36%,606862,120,5.31,5.83,Investment Property,Part-Time,1 late,0,False,Townhouse,189779,319.77%,Pending
CUST0370,Aisha,Singh,64,South,TX,174926,Upper Middle,24%,677,32%,234054,180,5.34,5.28,Refinance,Self-Employed,None,2,False,Townhouse,685751,34.13%,Rejected
CUST0371,Daniel,Kim,46,South,GA,123297,Middle,22%,827,35%,897324,180,4.35,4.05,Investment Property,Full-Time,2+ delinquencies,0,True,Multi-Family,636922,140.88%,Approved
CUST0372,Olivia,Khan,22,Southwest,AZ,134127,Middle,22%,690,31%,242376,360,8.0,7.92,Auto Loan,Full-Time,2+ delinquencies,2,False,N/A,0,0%,Pending
CUST0373,Ryan,Patel,65,South,FL,54700,Lower Middle,15%,600,51%,281237,180,7.33,8.15,Auto Loan,Full-Time,1 late,2,True,Condo,269637,104.3%,Rejected
CUST0374,Olivia,Brown,53,Northeast,PA,85830,Middle,22%,563,41%,188009,120,4.19,4.81,Primary Home Purchase,Self-Employed,2+ delinquencies,0,True,N/A,0,0%,Pending
CUST0375,Olivia,Singh,21,West,WA,140114,Upper Middle,24%,598,17%,572070,120,4.66,4.8,Primary Home Purchase,Full-Time,2+ delinquencies,2,True,Condo,1249694,45.78%,Pending
CUST0376,Aisha,Brown,71,West,WA,113123,Middle,22%,743,20%,53174,180,4.67,4.37,Refinance,Part-Time,None,1,False,Single Family,1008864,5.27%,Pending
CUST0377,Olivia,Singh,43,Southwest,OK,399359,Affluent,32%,560,46%,897374,180,7.71,8.43,Primary Home Purchase,Unemployed,1 late,2,False,Condo,1346302,66.65%,Pending
CUST0378,Mia,Lopez,52,Southwest,NM,78639,Lower Middle,15%,722,24%,863592,120,5.62,5.4,Primary Home Purchase,Part-Time,None,0,False,Single Family,740183,116.67%,Approved
CUST0379,Olivia,Kim,30,Northeast,NJ,367213,Affluent,32%,656,18%,196768,120,4.73,4.89,Auto Loan,Part-Time,1 late,2,True,N/A,0,0%,Pending
CUST0380,Mia,Chen,39,West,CA,130625,Middle,22%,561,34%,83324,180,4.91,5.39,Refinance,Full-Time,None,2,False,Condo,316538,26.32%,Rejected
CUST0381,Emily,Kim,23,South,NC,372553,Affluent,32%,736,40%,443369,180,8.33,8.43,Refinance,Unemployed,None,2,False,Single Family,543120,81.63%,Approved
CUST0382,Daniel,Brown,28,Midwest,IL,386918,Affluent,32%,673,49%,791063,120,6.71,6.99,Refinance,Part-Time,None,1,False,Single Family,95896,824.92%,Pending
CUST0383,Marcus,Khan,72,West,OR,239755,Affluent,32%,653,30%,349155,360,7.37,7.77,Investment Property,Part-Time,1 late,1,True,Single Family,395929,88.19%,Approved
CUST0384,Sophia,Bennett,60,Southwest,AZ,140489,Upper Middle,24%,521,28%,832955,180,5.35,5.71,Refinance,Unemployed,None,0,False,Condo,1057643,78.76%,Pending
CUST0385,Aisha,Lopez,64,South,FL,249222,Affluent,32%,598,27%,842879,180,4.69,5.03,Investment Property,Part-Time,2+ delinquencies,2,False,Condo,433791,194.31%,Pending
CUST0386,Sophia,Jones,25,West,WA,379317,Affluent,32%,711,50%,53089,360,6.76,7.06,Primary Home Purchase,Self-Employed,2+ delinquencies,2,False,Multi-Family,169242,31.37%,Approved
CUST0387,Daniel,Kim,62,Midwest,MI,239087,Affluent,32%,588,37%,872564,120,6.86,7.4,Primary Home Purchase,Part-Time,None,1,True,N/A,0,0%,Approved
CUST0388,Aisha,Turner,32,West,OR,316198,Affluent,32%,533,24%,50363,360,5.17,5.45,Primary Home Purchase,Part-Time,1 late,0,True,Townhouse,255037,19.75%,Rejected
CUST0389,Aisha,Singh,32,Southwest,NM,153745,Upper Middle,24%,625,35%,78885,120,8.36,8.86,Primary Home Purchase,Self-Employed,1 late,0,False,Condo,899973,8.77%,Approved
CUST0390,Daniel,Lopez,41,Northeast,MA,106411,Middle,22%,828,50%,248153,120,7.62,7.62,Auto Loan,Unemployed,None,1,False,N/A,0,0%,Pending
CUST0391,Noah,Jones,26,West,CO,367201,Affluent,32%,686,34%,212007,360,6.26,6.24,Primary Home Purchase,Part-Time,1 late,1,False,N/A,0,0%,Pending
CUST0392,Marcus,Brown,47,Northeast,PA,300577,Affluent,32%,813,38%,678274,180,7.03,6.79,Primary Home Purchase,Unemployed,1 late,0,True,Single Family,1305745,51.95%,Approved
CUST0393,Ryan,Turner,57,South,FL,332259,Affluent,32%,551,40%,861032,360,7.56,8.16,Primary Home Purchase,Unemployed,1 late,2,True,Single Family,1125716,76.49%,Pending
CUST0394,Ryan,Brown,46,South,NC,378594,Affluent,32%,765,32%,699837,180,5.42,5.06,Primary Home Purchase,Part-Time,None,1,True,Multi-Family,514352,136.06%,Rejected
CUST0395,Ethan,Lopez,73,Southwest,AZ,391390,Affluent,32%,532,54%,563624,180,6.84,7.72,Primary Home Purchase,Part-Time,2+ delinquencies,1,True,Townhouse,853429,66.04%,Approved
CUST0396,Ryan,Lopez,33,Northeast,NJ,191297,Upper Middle,24%,576,19%,258281,180,4.29,4.47,Investment Property,Full-Time,2+ delinquencies,1,False,Townhouse,1438521,17.95%,Pending
CUST0397,Sophia,Chen,31,West,WA,43569,Lower,12%,646,51%,252630,180,7.83,8.65,Auto Loan,Unemployed,2+ delinquencies,1,False,Single Family,795295,31.77%,Rejected
CUST0398,Emily,Bennett,31,South,NC,313816,Affluent,32%,700,29%,628921,360,7.01,6.89,Auto Loan,Unemployed,2+ delinquencies,2,True,Multi-Family,524244,119.97%,Pending
CUST0399,Marcus,Kim,36,Southwest,NM,247508,Affluent,32%,670,43%,400036,120,4.67,4.83,Investment Property,Self-Employed,None,2,True,N/A,0,0%,Rejected
CUST0400,Sophia,Lopez,66,West,WA,62152,Lower Middle,15%,819,26%,276905,120,5.36,4.88,Primary Home Purchase,Unemployed,None,0,False,Multi-Family,1271605,21.78%,Rejected
CUST0401,Noah,Singh,35,South,TX,389014,Affluent,32%,625,28%,515994,180,5.93,6.29,Primary Home Purchase,Full-Time,2+ delinquencies,0,False,N/A,0,0%,Rejected
CUST0402,Aisha,Singh,73,West,CA,99202,Middle,22%,701,24%,252123,180,8.42,8.2,Refinance,Unemployed,None,2,False,Condo,433699,58.13%,Approved
CUST0403,Ryan,Brown,21,South,GA,263378,Affluent,32%,582,48%,431032,180,5.77,6.53,Primary Home Purchase,Self-Employed,None,1,True,Multi-Family,1385257,31.12%,Approved
CUST0404,Marcus,Jones,43,South,TX,376479,Affluent,32%,770,41%,448167,360,6.6,6.42,Refinance,Self-Employed,1 late,0,False,Multi-Family,454842,98.53%,Approved
CUST0405,Marcus,Bennett,23,South,TX,329479,Affluent,32%,751,45%,634942,360,7.38,7.58,Auto Loan,Self-Employed,2+ delinquencies,1,True,Single Family,246991,257.07%,Approved
CUST0406,Olivia,Chen,41,Northeast,MA,221480,Affluent,32%,761,26%,723078,120,5.88,5.4,Investment Property,Unemployed,2+ delinquencies,1,True,N/A,0,0%,Rejected
CUST0407,Marcus,Lopez,22,Northeast,MA,329340,Affluent,32%,564,32%,629789,180,6.31,6.75,Auto Loan,Unemployed,2+ delinquencies,0,False,Single Family,807467,78.0%,Approved
CUST0408,Olivia,Chen,50,West,OR,311567,Affluent,32%,561,27%,165140,180,6.07,6.41,Refinance,Self-Employed,2+ delinquencies,0,False,Single Family,1118939,14.76%,Approved
CUST0409,Ethan,Turner,49,West,CA,293312,Affluent,32%,588,45%,487043,120,8.21,8.91,Investment Property,Self-Employed,2+ delinquencies,1,True,N/A,0,0%,Pending
CUST0410,Daniel,Singh,48,Midwest,IL,264873,Affluent,32%,627,24%,629678,180,8.09,8.37,Investment Property,Part-Time,2+ delinquencies,0,False,Multi-Family,887827,70.92%,Pending
CUST0411,Daniel,Jones,40,West,CO,375876,Affluent,32%,537,20%,734050,120,8.49,8.69,Investment Property,Part-Time,None,2,True,Townhouse,171288,428.55%,Rejected
CUST0412,Ethan,Jones,74,Southwest,OK,257436,Affluent,32%,703,37%,423957,360,5.16,5.2,Primary Home Purchase,Self-Employed,None,0,True,Condo,680338,62.32%,Rejected
CUST0413,Olivia,Turner,59,South,FL,307267,Affluent,32%,536,41%,323326,180,6.02,6.64,Auto Loan,Self-Employed,None,0,True,Condo,1268597,25.49%,Rejected
CUST0414,Ryan,Turner,50,Southwest,OK,213683,Upper Middle,24%,716,44%,230427,120,5.02,5.2,Investment Property,Unemployed,1 late,0,False,Condo,298168,77.28%,Rejected
CUST0415,Noah,Jones,42,Midwest,MI,180862,Upper Middle,24%,807,23%,228446,120,6.31,5.77,Investment Property,Self-Employed,None,0,True,Single Family,553196,41.3%,Approved
CUST0416,Daniel,Singh,29,South,NC,242909,Affluent,32%,546,42%,695649,360,4.63,5.27,Primary Home Purchase,Part-Time,1 late,2,False,Condo,494627,140.64%,Pending
CUST0417,Emily,Jones,51,Midwest,MI,280449,Affluent,32%,739,44%,255827,360,8.35,8.53,Primary Home Purchase,Unemployed,1 late,2,False,Multi-Family,325847,78.51%,Approved
CUST0418,Mia,Khan,59,Southwest,NM,265652,Affluent,32%,627,52%,842955,360,5.85,6.69,Refinance,Self-Employed,1 late,1,True,Multi-Family,1466822,57.47%,Pending
CUST0419,Emily,Jones,33,South,FL,144161,Upper Middle,24%,564,48%,347515,360,4.14,4.9,Refinance,Full-Time,1 late,2,True,Condo,424572,81.85%,Approved
CUST0420,Marcus,Kim,55,South,NC,266774,Affluent,32%,607,31%,677763,180,7.42,7.84,Auto Loan,Part-Time,None,2,True,Townhouse,764308,88.68%,Pending
CUST0421,Aisha,Turner,61,Midwest,WI,381224,Affluent,32%,687,49%,878894,120,7.5,7.78,Auto Loan,Part-Time,1 late,0,True,Single Family,1142307,76.94%,Approved
CUST0422,Ethan,Chen,40,South,TX,62332,Lower Middle,15%,699,16%,194179,360,7.9,7.52,Refinance,Self-Employed,2+ delinquencies,2,True,Townhouse,828987,23.42%,Pending
CUST0423,Olivia,Chen,30,West,CA,224360,Affluent,32%,700,26%,305095,180,4.7,4.52,Auto Loan,Part-Time,None,2,True,N/A,0,0%,Pending
CUST0424,Ryan,Singh,32,South,NC,335313,Affluent,32%,586,22%,876954,120,6.21,6.45,Refinance,Part-Time,None,2,False,Multi-Family,320056,274.0%,Pending
CUST0425,Marcus,Turner,42,Northeast,NY,143034,Upper Middle,24%,610,20%,231413,180,8.05,8.25,Auto Loan,Full-Time,2+ delinquencies,0,True,N/A,0,0%,Approved
CUST0426,Olivia,Turner,36,South,GA,352534,Affluent,32%,793,52%,321733,120,7.9,7.94,Investment Property,Self-Employed,1 late,2,False,Townhouse,1098543,29.29%,Pending
CUST0427,Noah,Brown,27,Midwest,OH,254923,Affluent,32%,521,44%,854748,120,5.2,5.88,Primary Home Purchase,Self-Employed,None,2,True,Multi-Family,415639,205.65%,Approved
CUST0428,Noah,Khan,59,South,GA,194404,Upper Middle,24%,706,52%,529702,180,8.36,8.7,Auto Loan,Part-Time,2+ delinquencies,2,True,N/A,0,0%,Pending
CUST0429,Ryan,Turner,55,Southwest,NM,37170,Lower,12%,583,43%,85187,360,4.11,4.77,Refinance,Self-Employed,2+ delinquencies,0,True,Condo,346186,24.61%,Rejected
CUST0430,Daniel,Brown,70,Midwest,MI,290710,Affluent,32%,800,52%,707346,360,5.63,5.67,Refinance,Part-Time,None,1,True,Single Family,668033,105.88%,Pending
CUST0431,Daniel,Brown,28,Southwest,OK,243493,Affluent,32%,604,20%,298815,120,8.41,8.61,Primary Home Purchase,Part-Time,1 late,0,True,N/A,0,0%,Pending
CUST0432,Daniel,Patel,46,West,WA,312894,Affluent,32%,642,30%,59472,120,4.63,5.03,Investment Property,Self-Employed,None,2,True,N/A,0,0%,Pending
CUST0433,Ryan,Singh,49,South,FL,185642,Upper Middle,24%,693,39%,768730,120,6.48,6.56,Auto Loan,Part-Time,None,2,False,N/A,0,0%,Pending
CUST0434,Daniel,Patel,51,Northeast,PA,340877,Affluent,32%,673,24%,735852,180,4.84,4.62,Auto Loan,Full-Time,1 late,0,False,Single Family,149351,492.7%,Approved
CUST0435,Olivia,Brown,56,West,CA,51576,Lower Middle,15%,768,41%,234535,120,4.12,3.94,Investment Property,Full-Time,2+ delinquencies,2,True,N/A,0,0%,Pending
CUST0436,Aisha,Patel,26,Northeast,PA,96617,Middle,22%,821,16%,781672,120,7.86,7.18,Primary Home Purchase,Self-Employed,1 late,1,False,Single Family,859957,90.9%,Approved
CUST0437,Mia,Khan,66,West,WA,159529,Upper Middle,24%,601,37%,534353,180,7.36,7.9,Investment Property,Unemployed,None,0,True,Townhouse,1356020,39.41%,Approved
CUST0438,Emily,Brown,71,Midwest,WI,166149,Upper Middle,24%,820,40%,806556,120,4.07,3.87,Refinance,Self-Employed,2+ delinquencies,0,True,Single Family,903265,89.29%,Rejected
CUST0439,Emily,Brown,53,Southwest,NV,183412,Upper Middle,24%,594,32%,239921,360,8.08,8.52,Refinance,Self-Employed,2+ delinquencies,2,True,Townhouse,821067,29.22%,Rejected
CUST0440,Daniel,Bennett,45,West,CO,324478,Affluent,32%,521,21%,848623,180,7.08,7.3,Auto Loan,Unemployed,None,0,False,Townhouse,183535,462.38%,Pending
CUST0441,Ryan,Chen,56,South,GA,228208,Affluent,32%,647,36%,558522,120,4.89,5.41,Primary Home Purchase,Unemployed,None,1,False,Single Family,838673,66.6%,Pending
CUST0442,Emily,Khan,59,Southwest,NV,313445,Affluent,32%,609,35%,374368,360,4.63,5.13,Investment Property,Part-Time,None,0,False,Multi-Family,100655,371.93%,Pending
CUST0443,Emily,Brown,62,South,GA,372962,Affluent,32%,521,33%,751562,120,7.68,8.14,Auto Loan,Unemployed,None,2,False,Multi-Family,1421282,52.88%,Approved
CUST0444,Mia,Patel,62,South,GA,354676,Affluent,32%,820,23%,436480,120,6.13,5.59,Refinance,Full-Time,1 late,0,True,N/A,0,0%,Pending
CUST0445,Noah,Lopez,40,West,OR,361612,Affluent,32%,779,32%,481544,120,7.7,7.34,Auto Loan,Self-Employed,1 late,2,True,Condo,650217,74.06%,Pending
CUST0446,Sophia,Singh,62,South,NC,385288,Affluent,32%,832,52%,632092,360,6.98,7.02,Auto Loan,Unemployed,None,1,False,N/A,0,0%,Pending
CUST0447,Aisha,Jones,64,Northeast,MA,51058,Lower Middle,15%,549,26%,212434,180,5.7,6.02,Refinance,Full-Time,1 late,1,False,Townhouse,1321517,16.08%,Approved
CUST0448,Mia,Lopez,57,Midwest,MI,145158,Upper Middle,24%,649,45%,603006,180,5.1,5.8,Primary Home Purchase,Part-Time,None,1,False,Multi-Family,1375689,43.83%,Rejected
CUST0449,Ryan,Brown,38,Midwest,IL,228681,Affluent,32%,832,38%,833924,180,7.58,7.34,Refinance,Full-Time,1 late,0,False,Condo,1204874,69.21%,Rejected
CUST0450,Aisha,Bennett,60,West,CO,259991,Affluent,32%,565,36%,242180,360,6.02,6.54,Investment Property,Self-Employed,None,1,False,Condo,508910,47.59%,Approved
CUST0451,Olivia,Singh,53,Northeast,PA,182324,Upper Middle,24%,726,22%,453666,360,8.25,7.99,Auto Loan,Part-Time,2+ delinquencies,1,True,Condo,676649,67.05%,Approved
CUST0452,Emily,Brown,25,Midwest,IL,208130,Upper Middle,24%,616,30%,710246,360,6.65,7.05,Auto Loan,Unemployed,None,1,False,N/A,0,0%,Approved
CUST0453,Emily,Patel,22,West,CO,368592,Affluent,32%,626,37%,793264,360,7.16,7.7,Primary Home Purchase,Part-Time,1 late,0,True,Single Family,952089,83.32%,Approved
CUST0454,Daniel,Patel,74,Northeast,MA,188253,Upper Middle,24%,569,52%,115641,180,6.64,7.48,Auto Loan,Unemployed,1 late,0,True,N/A,0,0%,Pending
CUST0455,Marcus,Lopez,45,South,GA,367547,Affluent,32%,618,28%,431382,180,8.18,8.54,Primary Home Purchase,Full-Time,1 late,0,True,Townhouse,171656,251.31%,Rejected
CUST0456,Emily,Lopez,32,West,WA,288789,Affluent,32%,650,20%,536134,120,7.22,7.42,Refinance,Self-Employed,None,0,True,Townhouse,1266397,42.34%,Approved
CUST0457,Mia,Brown,69,West,CA,80468,Middle,22%,692,30%,501989,360,7.08,6.98,Refinance,Full-Time,2+ delinquencies,1,True,Multi-Family,1173982,42.76%,Pending
CUST0458,Sophia,Khan,74,Midwest,OH,279495,Affluent,32%,734,16%,371701,360,7.71,7.33,Refinance,Full-Time,2+ delinquencies,1,False,Single Family,1209775,30.72%,Approved
CUST0459,Emily,Kim,72,South,FL,342712,Affluent,32%,813,37%,669256,120,5.8,5.54,Refinance,Self-Employed,1 late,2,False,Multi-Family,523931,127.74%,Approved
CUST0460,Emily,Jones,50,Midwest,WI,248827,Affluent,32%,767,36%,871462,180,4.67,4.39,Primary Home Purchase,Self-Employed,None,2,True,Single Family,314433,277.15%,Rejected
CUST0461,Sophia,Bennett,58,West,OR,200203,Upper Middle,24%,550,25%,473041,120,4.06,4.36,Refinance,Self-Employed,None,0,False,N/A,0,0%,Approved
CUST0462,Mia,Khan,55,Southwest,NM,230065,Affluent,32%,640,46%,836885,120,4.67,5.39,Primary Home Purchase,Full-Time,2+ delinquencies,0,True,Townhouse,1468427,56.99%,Approved
CUST0463,Marcus,Lopez,72,Southwest,NM,126516,Middle,22%,797,53%,157724,120,7.62,7.68,Investment Property,Unemployed,None,2,True,Single Family,708935,22.25%,Pending
CUST0464,Ryan,Bennett,69,Southwest,AZ,87196,Middle,22%,558,39%,550653,180,5.18,5.76,Investment Property,Unemployed,None,1,True,Condo,470732,116.98%,Rejected
CUST0465,Olivia,Chen,34,West,WA,189912,Upper Middle,24%,799,32%,448640,180,7.9,7.54,Refinance,Full-Time,2+ delinquencies,2,False,Condo,735313,61.01%,Approved
CUST0466,Ethan,Lopez,43,Northeast,NY,244168,Affluent,32%,796,31%,819302,120,5.63,5.25,Refinance,Part-Time,None,1,True,N/A,0,0%,Rejected
CUST0467,Ethan,Chen,31,Northeast,PA,363329,Affluent,32%,592,47%,129888,360,5.07,5.81,Investment Property,Unemployed,None,1,False,Single Family,1383369,9.39%,Pending
CUST0468,Marcus,Turner,52,Midwest,WI,184841,Upper Middle,24%,772,44%,94912,360,5.45,5.33,Refinance,Unemployed,1 late,2,True,N/A,0,0%,Pending
CUST0469,Sophia,Patel,65,Northeast,MA,34055,Lower,12%,802,34%,279016,180,4.34,4.02,Primary Home Purchase,Full-Time,1 late,2,False,Single Family,562870,49.57%,Approved
CUST0470,Noah,Turner,34,South,GA,171774,Upper Middle,24%,756,40%,845768,180,7.07,7.17,Investment Property,Part-Time,2+ delinquencies,1,True,Townhouse,724062,116.81%,Approved
CUST0471,Ethan,Bennett,74,Southwest,OK,164585,Upper Middle,24%,543,41%,215912,360,8.15,8.77,Refinance,Part-Time,1 late,0,False,Single Family,983675,21.95%,Rejected
